1,10048,Wodorotlenek glinowy
1,10578,Wodorowęglan sodowy do celów chemicznych
1,10667,Wodorowinian potasowy dla przemysłu spożywczego
1,10219,Wodorowinian potasowy do celów chemicznych
1,10668,Wodorowinian potasowy do celów przemysłowych
1,10359,Wodór (H)
1,10356,Wodziany [hydraty]
1,10198,Wosk do szczepienia drzew
1,10255,Wymienniki jonowe [chemikalia]
1,10435,Wywoływacze fotograficzne
1,10640,Wzmacniacze chemiczne do kauczuku
1,10639,Wzmacniacze chemiczne do papieru
1,10251,Zakwaszona woda do ładowania akumulatorów
1,10633,Zaprawy farbiarskie do metali
1,10106,Zasady [preparaty chemiczne]
1,10603,Zestawy składników do produkcji płyt gramofonowych
1,10681,Ziemia doniczkowa
1,10525,Ziemia fulerska dla przemysłu włókienniczego
1,10526,Ziemie rzadkie
1,10030,Zlepiające środki do betonu
1,10104,Związki baru
1,10303,Związki fluoru
1,10329,Żelatyna do celów fotograficznych
1,10330,Żelatyna do celów przemysłowych
1,10229,Żelazocyjanki
1,10650,Żele do elektroforezy
1,10428,Żużel [nawóz]
1,10274,Żywice epoksydowe w stanie surowym
1,10707,Żywice polimerowe, nieprzetworzone
1,10455,Żywice sztuczne w stanie surowym
2,20098,Annato [barwniki]
2,20128,Atramenty jadalne
2,20018,Auramina
2,20022,Balsam kanadyjski
2,20028,Barwnik do drewna
2,20059,Barwniki
2,20006,Barwniki alizarynowe
2,20052,Barwniki anilinowe
2,20088,Barwniki do likierów
2,20023,Barwniki do masła
2,20004,Barwniki do napojów
2,20041,Barwniki do obuwia
2,20024,Barwniki do piwa
2,20048,Barwniki słodowe
2,20005,Barwniki spożywcze
2,20130,Barwniki w postaci pisaków do odnawiania mebli
2,20002,Bejce
2,20027,Bejce do drewna
2,20057,Bejce do skóry
2,20081,Biel cynkowa [pigment]
2,20038,Biel ołowiana
2,20111,Drewno barwiące
2,20106,Dwutlenek tytanu [pigment]
2,20112,Ekstrakt z drewna barwiącego
2,20064,Emalie [lakiery]
2,20065,Emalie do malowania
2,20015,Emulsje srebrne [pigmenty]
2,20020,Farba wapienna
2,20007,Farby aluminiowe
2,20019,Farby bakteriobójcze
2,20037,Farby ceramiczne
2,20135,Farby chroniące przed moczem
2,20001,Farby i farby mocno rozcieńczone
2,20085,Farby ognioodporne
2,20127,Farby olejne do użytku w sztuce
2,20122,Farby przeciw zanieczyszczeniom
2,20062,Farby wodne
2,20126,Farby wodne do użytku w sztuce
2,20009,Farby zawierające azbest
2,20092,Folie metalowe do stosowania w malarstwie, dekorowaniu, drukarstwie i sztuce
2,20089,Glejta ołowiowa
2,20076,Gumiguta stosowana w malarstwie
2,20078,Gumożywice
2,20086,Indygo [barwnik]
2,20046,Kalafonia
2,20113,Karbonyl [do konserwacji drewna]
2,20034,Karmel [barwnik do żywności]
2,20035,Karmel słodowy [barwnik spożywczy]
2,20045,Karmin koszenilowy
